Fuel_Type,Fuel_Price_per_Litre,Distance_km,Fuel_Consumption_L_per_100km
Diesel,98.90,471.5,7.16
Petrol,104.56,369.2,8.70
Diesel,101.17,250.9,7.18
Petrol,97.63,224.1,7.92
Diesel,103.67,148.4,7.42
Petrol,102.69,171.5,8.44
Diesel,99.24,199.1,7.08
Petrol,99.23,341.0,8.09
Diesel,99.67,135.5,7.01
Petrol,105.61,411.2,8.82
Diesel,93.35,430.7,6.60
Petrol,100.71,225.2,8.30
Diesel,91.45,269.3,6.28
Petrol,100.49,169.4,8.15
Diesel,101.76,253.6,7.33
Petrol,109.77,394.7,9.25
Diesel,102.56,306.3,7.43
Petrol,105.77,394.3,8.80
Diesel,92.35,262.2,6.36
Petrol,103.39,468.4,8.66
Diesel,103.16,144.5,7.35
Petrol,108.29,450.7,9.12
Diesel,103.26,355.8,7.52
Petrol,107.57,249.7,8.97
Diesel,96.15,235.5,6.66
Petrol,104.22,256.1,8.54
Diesel,94.02,382.8,6.60
Petrol,109.33,415.7,9.16
Diesel,99.13,316.6,6.98
Petrol,98.96,167.6,8.09
Diesel,98.51,330.3,7.01
Petrol,106.12,252.5,8.70
Diesel,100.97,485.1,7.33
Petrol,101.43,114.7,8.16
Diesel,101.19,128.3,7.07
Petrol,97.02,203.4,7.83
Diesel,93.57,332.4,6.46
Petrol,97.51,196.2,7.84
Diesel,93.25,495.2,6.59
Petrol,100.72,190.2,8.18
Diesel,95.50,394.1,6.76
Petrol,108.60,187.4,9.05
Diesel,93.55,386.6,6.66
Petrol,96.16,421.4,7.88
Diesel,99.96,459.9,7.25
Petrol,99.57,161.0,8.11
Diesel,91.69,331.5,6.34
Petrol,105.72,482.7,8.90
Diesel,102.49,300.1,7.33
Petrol,100.04,296.3,8.18
Diesel,100.36,278.5,7.19
Petrol,98.40,498.1,8.12
Diesel,98.78,459.6,7.17
Petrol,100.80,427.9,8.36
Diesel,96.15,197.2,6.76
Petrol,104.23,258.4,8.57
Diesel,97.61,490.9,7.08
Petrol,104.45,186.6,8.60
Diesel,90.73,379.3,6.37
Petrol,108.35,103.3,8.96
Diesel,96.48,486.0,6.86
Petrol,103.90,208.6,8.51
Diesel,99.67,315.9,7.18
Petrol,101.16,351.2,8.30
Diesel,102.12,411.0,7.44
Petrol,106.38,202.0,8.82
Diesel,101.35,221.7,7.14
Petrol,109.92,397.8,9.25
Diesel,97.81,154.6,6.79
Petrol,97.26,147.9,7.80
Diesel,97.32,397.8,7.01
Petrol,97.88,452.0,8.14
Diesel,94.43,449.9,6.79
Petrol,101.88,459.0,8.55
Diesel,96.11,170.0,6.66
Petrol,104.15,395.1,8.66
Diesel,102.43,224.3,7.30
Petrol,96.91,128.6,7.82
Diesel,98.59,287.5,6.94
Petrol,105.97,102.7,8.61
Diesel,91.79,340.0,6.38
Petrol,104.50,438.4,8.80
Diesel,95.08,392.7,6.80
Petrol,108.66,270.1,9.03
Diesel,100.39,256.4,7.12
Petrol,99.47,323.1,8.17
Diesel,92.30,490.3,6.51
Petrol,107.07,181.0,8.89
Diesel,101.95,283.2,7.33
Petrol,98.62,308.2,8.05
Diesel,98.88,341.6,7.12
Petrol,107.71,216.9,8.88
Diesel,96.11,431.7,6.82
Petrol,102.52,187.8,8.30
Diesel,97.58,493.3,7.09
Petrol,96.88,229.0,7.88
Diesel,94.16,246.3,6.63
Petrol,105.11,319.1,8.64
Diesel,100.31,234.6,7.10
Petrol,104.56,401.5,8.70
Diesel,92.95,170.2,6.34
Petrol,102.81,208.1,8.48
Diesel,97.17,462.4,6.89
Petrol,97.53,424.8,8.07
Diesel,93.37,379.6,6.61
Petrol,101.50,199.9,8.24
Diesel,102.92,416.2,7.40
Petrol,109.89,456.0,9.22
Diesel,97.00,493.3,6.89
Petrol,107.72,140.1,8.96
Diesel,102.60,429.9,7.37
Petrol,109.18,201.8,8.98
Diesel,101.13,122.0,7.16
Petrol,96.90,320.4,7.89
Diesel,98.15,175.0,6.89
Petrol,98.55,264.2,8.10
Diesel,93.85,237.4,6.45
Petrol,98.50,375.3,8.18
Diesel,93.53,187.6,6.42
Petrol,96.80,494.5,7.96
Diesel,100.71,370.0,7.29
Petrol,98.00,183.8,8.02
Diesel,99.14,219.7,6.99
Petrol,105.97,339.2,8.77
Diesel,97.08,443.5,6.90
Petrol,106.07,264.0,8.82
Diesel,98.41,227.1,6.95
Petrol,98.90,325.0,8.15
Diesel,102.16,388.7,7.32
Petrol,97.57,375.6,7.92
Diesel,100.62,395.2,7.17
Petrol,101.97,219.7,8.42
Diesel,98.55,275.8,7.07
Petrol,103.94,311.8,8.53
Diesel,95.66,324.9,6.78
Petrol,108.49,368.9,9.15
Diesel,100.14,313.2,7.20
Petrol,104.17,282.5,8.64
Diesel,100.00,323.1,7.07
Petrol,96.69,209.6,7.81
Diesel,101.91,316.4,7.34
Petrol,101.72,481.7,8.55
Diesel,91.76,131.9,6.27
Petrol,101.09,143.3,8.30
Diesel,100.14,113.5,7.08
Petrol,102.46,421.1,8.43
Diesel,90.16,490.7,6.25
Petrol,100.29,255.2,8.14
Diesel,93.17,170.0,6.38
Petrol,101.60,384.8,8.45
Diesel,100.69,324.7,7.15
Petrol,102.86,386.4,8.63
Diesel,97.01,498.3,6.99
Petrol,108.40,406.5,9.12
Diesel,93.79,244.2,6.50
Petrol,107.74,443.6,9.05
Diesel,102.33,200.9,7.33
Petrol,97.57,115.2,7.81
Diesel,96.14,317.6,6.72
Petrol,102.36,172.8,8.41
Diesel,98.10,390.4,6.98
Petrol,107.45,340.1,8.98
Diesel,101.27,193.7,7.15
Petrol,107.20,484.4,9.09
Diesel,95.49,150.2,6.57
Petrol,102.40,114.5,8.24
Diesel,100.24,255.3,7.09
Petrol,108.03,307.8,9.00
Diesel,103.81,360.3,7.52
Petrol,108.16,120.7,8.85
Diesel,101.70,118.6,7.23
Petrol,107.60,222.9,8.83
Diesel,93.14,281.0,6.53
Petrol,108.29,113.4,8.94
Diesel,91.47,132.2,6.20
Petrol,109.27,388.1,9.25
Diesel,91.21,492.5,6.43
Petrol,97.76,389.1,8.08
Diesel,96.48,387.7,6.80
Petrol,108.71,432.5,9.23
Diesel,90.32,474.7,6.28
Petrol,98.04,485.7,8.19
Diesel,103.91,325.3,7.56
Petrol,98.39,193.0,7.99
Diesel,93.74,441.3,6.61
Petrol,105.68,401.7,8.82
Diesel,92.36,115.5,6.39
Petrol,104.56,412.6,8.65
Diesel,99.30,384.0,7.08
Petrol,96.28,246.3,7.81
Diesel,101.67,226.6,7.26
Petrol,107.35,442.2,8.95
Diesel,96.19,483.7,6.82
Petrol,101.28,481.8,8.38
Diesel,91.32,466.5,6.47
Petrol,108.94,443.2,9.25
Diesel,96.15,408.7,6.92
Petrol,106.75,395.9,8.98
Diesel,90.27,264.4,6.14
Petrol,97.57,292.5,7.91
Diesel,98.27,489.4,7.03
Petrol,99.23,234.7,8.16
Diesel,103.47,282.6,7.53
Petrol,99.61,199.6,8.15
Diesel,94.52,416.6,6.61
Petrol,106.83,307.0,8.95
Diesel,94.50,396.2,6.74
Petrol,102.36,332.3,8.47
Diesel,98.72,126.4,6.92
Petrol,107.61,416.7,9.02
Diesel,103.18,232.1,7.38
Petrol,108.07,414.6,9.16
Diesel,103.43,445.4,7.55
Petrol,107.66,484.7,9.06
Diesel,102.20,172.5,7.26
Petrol,98.38,277.9,8.11
Diesel,99.91,198.2,7.13
Petrol,100.06,416.2,8.32
Diesel,95.63,154.4,6.62
Petrol,104.45,343.0,8.63
Diesel,94.75,153.3,6.58
Petrol,103.75,226.5,8.61
Diesel,94.43,284.3,6.51
Petrol,97.45,425.6,8.05
Diesel,94.00,295.6,6.62
Petrol,102.31,333.2,8.43
Diesel,91.00,281.1,6.30
Petrol,104.80,148.4,8.60
Diesel,97.71,360.6,6.96
Petrol,106.32,283.9,8.85
Diesel,98.24,242.4,6.89
Petrol,100.32,297.3,8.29
Diesel,100.32,227.3,7.18
Petrol,104.46,441.3,8.82
Diesel,103.21,342.0,7.44
Petrol,99.36,101.7,7.98
Diesel,103.47,480.7,7.57
Petrol,109.91,312.9,9.14
Diesel,99.09,384.4,7.01
Petrol,97.66,101.1,7.88
Diesel,95.31,331.7,6.62
Petrol,100.96,306.0,8.29
Diesel,95.57,490.8,6.92
Petrol,109.30,385.3,9.14
Diesel,97.48,286.9,6.90
Petrol,104.92,374.0,8.74
Diesel,91.61,224.4,6.33
Petrol,99.33,410.2,8.20
Diesel,91.36,338.0,6.41
Petrol,97.42,363.8,8.03
Diesel,101.43,347.5,7.26
Petrol,98.80,189.9,7.97
Diesel,103.76,335.5,7.43
Petrol,109.63,436.9,9.16
Diesel,94.28,104.6,6.43
Petrol,100.04,283.5,8.12
Diesel,97.77,104.8,6.72
Petrol,102.95,101.4,8.41
Diesel,90.24,156.4,6.19
Petrol,102.90,202.9,8.51
Diesel,98.89,218.5,6.94
Petrol,98.99,153.7,7.94
Diesel,103.29,233.7,7.35
Petrol,100.56,361.7,8.22
Diesel,95.96,156.6,6.66
Petrol,104.68,472.9,8.82
Diesel,93.77,423.6,6.56
Petrol,106.62,318.5,8.90
Diesel,100.59,227.9,7.16
Petrol,104.73,173.2,8.52
Diesel,96.58,296.1,6.78
Petrol,98.38,235.4,8.01
Diesel,99.94,137.1,7.09
Petrol,98.01,235.6,7.90
Diesel,101.52,191.9,7.18
Petrol,109.02,128.1,9.06
Diesel,93.12,258.9,6.41
Petrol,96.56,189.4,7.78
Diesel,100.97,450.5,7.35
Petrol,105.38,282.7,8.78
Diesel,96.71,230.2,6.72
Petrol,98.22,442.2,8.05
Diesel,100.70,202.4,7.19
Petrol,108.92,464.1,9.25
Diesel,102.41,150.3,7.26
Petrol,96.17,474.2,7.89
Diesel,94.05,430.7,6.61
Petrol,106.55,260.3,8.88
Diesel,102.25,272.1,7.28
Petrol,108.37,254.7,9.00
Diesel,101.14,115.9,7.15
Petrol,96.88,365.8,7.84
Diesel,103.63,365.8,7.48
Petrol,98.71,166.1,8.05
Diesel,90.82,220.0,6.23
Petrol,101.17,161.4,8.16
Diesel,103.69,408.7,7.62
Petrol,102.07,252.3,8.40
Diesel,97.91,390.4,7.06
Petrol,101.12,213.3,8.25
Diesel,102.56,452.4,7.52
Petrol,100.77,150.9,8.25
Diesel,92.85,429.4,6.54
Petrol,102.39,115.4,8.29
Diesel,103.19,138.2,7.36
Petrol,102.09,377.8,8.38
Diesel,94.18,302.4,6.55
Petrol,98.36,462.2,8.15
Diesel,97.30,244.8,6.87
Petrol,96.08,299.3,7.89
Diesel,91.25,343.2,6.32
Petrol,109.29,218.6,9.04
Diesel,103.23,387.3,7.42
Petrol,104.63,166.1,8.55
Diesel,98.91,308.8,7.07
Petrol,105.38,296.5,8.70
Diesel,103.56,151.8,7.29
Petrol,107.53,126.7,8.90
Diesel,92.08,391.4,6.53
Petrol,99.56,427.7,8.28
Diesel,92.96,179.1,6.37
Petrol,103.32,246.8,8.49
Diesel,102.46,497.3,7.53
Petrol,101.28,296.1,8.41
Diesel,102.99,372.9,7.42
Petrol,109.25,312.9,9.11
Diesel,102.34,440.7,7.50
Petrol,101.23,115.0,8.19
Diesel,102.70,206.1,7.33
Petrol,104.46,420.2,8.73
Diesel,94.33,376.4,6.72
Petrol,101.71,262.0,8.43
Diesel,90.07,145.4,6.05
Petrol,100.24,411.9,8.29
Diesel,96.81,336.5,6.88
Petrol,96.77,458.4,7.95
Diesel,96.11,180.7,6.64
Petrol,104.29,249.0,8.68
Diesel,102.52,435.1,7.38
Petrol,109.39,346.5,9.10
Diesel,102.45,214.3,7.25
Petrol,99.23,127.3,8.07
Diesel,91.08,308.2,6.27
Petrol,101.23,476.7,8.41
Diesel,93.20,331.6,6.44
Petrol,101.22,455.1,8.41
Diesel,100.21,440.6,7.21
Petrol,98.20,167.1,7.96
Diesel,95.20,386.9,6.70
Petrol,109.04,305.2,9.12
Diesel,101.30,119.3,7.14
Petrol,96.74,265.5,7.85
Diesel,94.27,202.0,6.54
Petrol,107.76,491.2,9.07
Diesel,91.50,125.2,6.19
Petrol,106.89,245.2,8.91
Diesel,102.53,308.7,7.45
Petrol,106.00,190.9,8.78
Diesel,100.26,392.8,7.14
Petrol,104.32,443.7,8.69
Diesel,96.73,158.2,6.65
Petrol,105.94,326.5,8.88
Diesel,102.90,170.4,7.26
Petrol,104.09,127.0,8.53
Diesel,102.92,455.6,7.56
Petrol,109.91,120.0,9.01
Diesel,94.74,337.7,6.64
Petrol,103.35,114.6,8.51
Diesel,98.64,137.1,6.96
Petrol,106.26,228.1,8.82
Diesel,95.27,384.5,6.72
Petrol,98.41,243.8,8.07
Diesel,95.15,258.7,6.65
Petrol,101.13,442.5,8.34
Diesel,98.80,227.0,6.96
Petrol,100.45,416.6,8.29
Diesel,102.47,395.5,7.45
Petrol,96.19,202.1,7.72
Diesel,103.96,482.2,7.53
Petrol,96.22,137.3,7.72
Diesel,91.02,175.3,6.28
Petrol,102.77,180.6,8.38
Diesel,93.31,400.4,6.57
Petrol,96.58,350.3,7.92
Diesel,98.51,488.9,7.15
Petrol,98.34,458.7,8.17
Diesel,97.52,219.8,6.81
Petrol,102.76,436.8,8.57
Diesel,103.99,245.2,7.46
Petrol,97.83,170.1,7.89
Diesel,100.13,240.8,7.07
Petrol,96.33,217.6,7.81
Diesel,94.64,157.9,6.48
Petrol,97.37,132.3,7.75
Diesel,101.32,439.9,7.27
Petrol,96.41,262.2,7.78
Diesel,97.38,431.9,6.89
Petrol,101.46,291.6,8.39
Diesel,92.41,336.0,6.42
Petrol,99.84,293.6,8.24
Diesel,102.60,142.5,7.29
Petrol,97.76,227.1,7.89
Diesel,94.89,333.8,6.71
Petrol,96.98,434.3,8.02
Diesel,98.44,275.6,6.92
Petrol,99.65,369.5,8.30
Diesel,96.56,488.3,7.00
Petrol,98.42,341.3,8.04
Diesel,94.83,233.3,6.68
Petrol,103.14,440.4,8.63
Diesel,94.50,122.9,6.54
Petrol,99.88,179.3,8.20
Diesel,96.51,373.3,6.85
Petrol,107.75,371.8,9.08
Diesel,98.47,283.1,7.07
Petrol,100.30,414.9,8.22
Diesel,98.05,464.6,7.12
Petrol,100.96,422.2,8.37
Diesel,102.34,390.8,7.40
Petrol,99.22,412.1,8.28
Diesel,95.61,435.8,6.84
Petrol,109.64,399.2,9.27
Diesel,91.28,230.3,6.23
Petrol,99.42,418.3,8.30
Diesel,96.44,351.7,6.79
Petrol,97.91,327.3,7.94
Diesel,94.92,115.3,6.55
Petrol,107.66,474.0,9.15
Diesel,101.03,487.0,7.29
Petrol,98.07,258.4,7.98
Diesel,96.60,193.8,6.82
Petrol,103.67,275.4,8.61
Diesel,91.22,352.3,6.38
Petrol,99.02,186.3,8.03
Diesel,101.19,232.4,7.13
Petrol,108.96,457.7,9.13
Diesel,93.11,397.8,6.49
Petrol,101.00,451.5,8.43
Diesel,96.14,327.1,6.86
Petrol,107.12,174.5,8.89
Diesel,97.37,477.4,7.07
Petrol,106.77,408.9,8.95
Diesel,91.22,464.9,6.36
Petrol,102.32,119.7,8.40
Diesel,96.10,154.3,6.74
Petrol,97.18,113.5,7.83
Diesel,101.53,445.0,7.28
Petrol,97.06,470.2,8.04
Diesel,94.37,145.8,6.49
Petrol,98.25,143.8,8.00
Diesel,103.09,217.3,7.36
Petrol,109.01,375.6,9.11
Diesel,97.45,111.9,6.79
Petrol,103.76,435.2,8.74
Diesel,103.80,408.2,7.58
Petrol,99.10,468.6,8.25
Diesel,102.87,241.5,7.37
Petrol,100.21,488.2,8.30
Diesel,99.90,280.5,7.02
Petrol,99.89,282.8,8.21
Diesel,92.88,470.6,6.62
Petrol,100.48,306.6,8.30
Diesel,96.90,302.7,6.83
Petrol,103.71,321.1,8.49
Diesel,90.63,207.7,6.12
Petrol,97.28,135.9,7.77
Diesel,103.39,136.4,7.29
Petrol,104.58,196.7,8.64
Diesel,94.72,353.6,6.64
Petrol,97.69,188.9,7.86
Diesel,93.56,201.6,6.48
Petrol,108.62,239.6,9.10
Diesel,92.51,366.3,6.43
Petrol,109.15,391.4,9.15
Diesel,94.15,247.5,6.61
Petrol,103.42,202.4,8.52
Diesel,94.19,346.3,6.59
Petrol,108.08,228.6,8.94
Diesel,96.51,337.1,6.86
Petrol,96.65,493.2,8.05
Diesel,96.07,248.8,6.69
Petrol,98.92,218.6,8.01
Diesel,96.04,157.5,6.75
Petrol,97.58,464.8,8.04
Diesel,102.61,106.9,7.23
Petrol,106.89,226.4,8.91
Diesel,103.37,422.7,7.49
Petrol,104.70,428.6,8.77
Diesel,102.27,256.4,7.39
Petrol,98.89,274.5,8.12
Diesel,93.18,153.1,6.44
Petrol,101.21,302.3,8.30
Diesel,91.83,135.1,6.19
Petrol,103.03,139.6,8.34
Diesel,100.94,174.6,7.18
Petrol,109.12,484.9,9.19
Diesel,90.05,374.8,6.21
Petrol,107.37,136.7,8.78
Diesel,97.06,424.8,6.94
Petrol,105.49,232.9,8.78
Diesel,95.13,189.8,6.65
Petrol,98.30,454.3,8.17
Diesel,100.38,311.6,7.17
Petrol,96.09,359.0,7.80
Diesel,101.21,281.0,7.27
Petrol,99.72,436.1,8.28
Diesel,102.64,475.8,7.47
Petrol,104.79,181.3,8.65
Diesel,96.71,266.0,6.72
Petrol,103.09,447.0,8.63
Diesel,101.28,281.0,7.28
Petrol,98.34,154.4,8.01
Diesel,95.66,346.9,6.72
Petrol,108.95,178.2,9.01
Diesel,101.10,498.9,7.27
Petrol,96.68,104.6,7.78
Diesel,96.56,195.4,6.83
Petrol,108.82,410.0,9.13
Diesel,96.68,395.3,6.79
Petrol,109.42,373.8,9.18
Diesel,100.33,194.1,7.13
Petrol,107.44,180.1,8.82
Diesel,96.62,353.5,6.81
Petrol,107.66,444.5,9.00
Diesel,94.68,491.3,6.79
Petrol,109.93,434.2,9.22
Diesel,99.94,272.4,7.09
Petrol,101.62,115.2,8.27
Diesel,100.11,456.1,7.26
Petrol,101.08,375.9,8.34
Diesel,101.95,278.5,7.37
Petrol,107.62,174.6,8.97
Diesel,100.81,490.1,7.37
Petrol,107.82,330.2,8.98
Diesel,94.52,354.1,6.63
Petrol,106.49,332.6,8.92
Diesel,99.09,292.7,7.11
Petrol,107.42,199.4,8.84
Diesel,90.94,234.6,6.19
Petrol,96.45,138.1,7.71
Diesel,97.24,144.0,6.86
Petrol,108.86,491.9,9.19
Diesel,94.06,301.7,6.63
Petrol,106.97,189.2,8.90
Diesel,95.72,446.1,6.88
Petrol,96.36,131.5,7.72
Diesel,93.53,489.3,6.61
Petrol,108.33,385.5,9.03
Diesel,96.93,115.2,6.68
Petrol,105.51,405.0,8.88
Diesel,100.69,396.0,7.32
Petrol,102.82,230.9,8.43
Diesel,96.08,261.6,6.77
Petrol,109.47,283.5,9.06
Diesel,90.07,446.3,6.25
Petrol,96.60,262.6,7.82
Diesel,95.57,116.7,6.56
Petrol,107.12,412.0,8.91
Diesel,90.02,354.6,6.22
Petrol,106.30,269.4,8.89
Diesel,93.05,344.3,6.55
Petrol,109.18,108.0,9.00
Diesel,103.72,468.8,7.58
Petrol,101.46,336.7,8.40
Diesel,100.46,216.0,7.12
Petrol,99.24,450.2,8.28
Diesel,103.29,281.0,7.45
Petrol,107.40,212.5,8.93
Diesel,98.29,487.6,7.17
Petrol,106.61,294.2,8.89
Diesel,90.97,379.3,6.42
Petrol,105.99,397.8,8.92
Diesel,94.70,125.5,6.59
Petrol,106.86,125.0,8.78
Diesel,101.83,103.3,7.17
Petrol,104.16,118.8,8.51
Diesel,98.51,408.1,7.10
Petrol,103.67,414.5,8.72
Diesel,94.34,261.3,6.55
Petrol,96.29,239.6,7.71
Diesel,97.32,188.9,6.80
Petrol,107.87,228.2,9.01
Diesel,99.72,113.5,7.00
Petrol,105.33,458.3,8.88
Diesel,90.04,169.5,6.11
Petrol,98.06,487.7,8.08
Diesel,93.79,103.8,6.51
Petrol,102.58,160.1,8.41
Diesel,103.01,308.6,7.49
Petrol,96.13,261.4,7.76
Diesel,97.26,225.8,6.87
Petrol,107.12,201.0,8.91
Diesel,90.67,499.0,6.42
Petrol,103.79,455.4,8.58
Diesel,103.22,476.6,7.60
Petrol,109.29,318.2,9.16
Diesel,98.14,165.4,6.86
Petrol,96.79,400.1,7.91
Diesel,91.81,121.4,6.18
Petrol,106.10,467.3,8.96
Diesel,103.74,374.0,7.54
Petrol,98.86,159.1,8.02
Diesel,91.36,183.2,6.33
Petrol,103.70,139.5,8.56
Diesel,98.19,385.7,6.94
Petrol,108.72,310.1,9.03
Diesel,101.77,492.0,7.49
Petrol,100.19,271.3,8.16
Diesel,102.70,284.8,7.38
Petrol,101.25,366.2,8.31
Diesel,100.76,230.8,7.08
Petrol,108.44,330.0,9.01
Diesel,95.36,396.0,6.81
Petrol,100.11,441.0,8.27
Diesel,99.68,112.6,6.91
Petrol,102.47,288.5,8.36
Diesel,93.06,188.1,6.42
Petrol,108.09,452.2,9.18
Diesel,101.52,372.9,7.27
Petrol,101.46,219.0,8.33
Diesel,90.24,388.7,6.28
Petrol,106.11,412.6,8.93
Diesel,102.50,378.5,7.34
Petrol,108.84,310.3,9.14
Diesel,95.81,319.0,6.68
Petrol,104.94,343.3,8.70
Diesel,92.45,277.8,6.50
Petrol,103.39,162.7,8.45
Diesel,99.39,462.0,7.16
Petrol,97.97,126.3,7.96
Diesel,103.26,497.0,7.54
Petrol,97.51,210.6,7.83
Diesel,101.12,487.6,7.30
Petrol,100.10,327.9,8.28
Diesel,102.56,220.4,7.35
Petrol,106.40,279.2,8.80
Diesel,101.35,173.8,7.10
Petrol,108.04,186.1,9.00
Diesel,99.73,295.5,7.11
Petrol,97.37,120.5,7.90
Diesel,94.55,400.6,6.71
Petrol,99.45,488.2,8.26
Diesel,94.80,222.9,6.56
Petrol,109.96,437.6,9.30
Diesel,92.05,452.8,6.55
Petrol,99.02,352.5,8.20
Diesel,100.51,471.4,7.27
Petrol,97.59,232.1,7.99
Diesel,101.47,134.8,7.22
Petrol,104.25,265.1,8.66
Diesel,97.92,378.8,7.06
Petrol,101.23,487.2,8.49
Diesel,92.02,360.2,6.39
Petrol,98.26,259.8,7.94
Diesel,90.87,425.5,6.33
Petrol,102.08,385.4,8.43
Diesel,103.70,291.7,7.53
Petrol,105.93,238.8,8.69
Diesel,95.87,184.6,6.66
Petrol,106.49,270.9,8.90
Diesel,100.58,401.6,7.31
Petrol,102.77,272.6,8.40
Diesel,100.10,409.2,7.28
Petrol,96.79,128.5,7.86
Diesel,97.35,335.8,6.91
Petrol,100.43,120.7,8.14
Diesel,97.57,253.7,6.85
Petrol,102.22,344.4,8.53
Diesel,103.03,442.5,7.47
Petrol,107.13,481.6,9.07
Diesel,95.56,258.1,6.64
Petrol,102.26,262.1,8.43
Diesel,93.45,331.4,6.52
Petrol,98.71,385.2,8.20
Diesel,95.87,468.7,6.83
Petrol,108.27,173.8,9.00
Diesel,98.31,141.3,6.82
Petrol,108.66,183.4,8.91
Diesel,97.14,224.6,6.75
Petrol,109.45,321.2,9.17
Diesel,101.16,470.8,7.40
Petrol,98.21,363.7,8.09
Diesel,100.60,131.1,7.03
Petrol,108.37,128.0,8.93
Diesel,91.88,238.9,6.37
Petrol,102.06,110.2,8.33
Diesel,97.36,121.5,6.81
Petrol,104.29,180.4,8.62
Diesel,98.35,297.0,6.92
Petrol,98.52,474.9,8.08
Diesel,97.04,214.1,6.72
Petrol,107.30,258.5,8.96
Diesel,91.70,204.5,6.26
Petrol,106.25,147.7,8.66
Diesel,98.03,384.1,6.91
Petrol,105.61,408.0,8.89
Diesel,95.20,130.8,6.54
Petrol,102.35,274.2,8.42
Diesel,102.65,182.0,7.34
Petrol,109.55,324.4,9.11
Diesel,96.85,330.9,6.79
Petrol,97.26,252.4,7.95
Diesel,96.27,231.1,6.82
Petrol,108.40,224.6,9.04
Diesel,95.97,417.3,6.90
Petrol,103.91,107.4,8.47
Diesel,101.44,464.2,7.40
Petrol,100.56,423.4,8.39
Diesel,101.31,119.6,7.20
Petrol,103.37,461.3,8.58
Diesel,90.84,161.4,6.23
Petrol,97.34,197.2,7.88
Diesel,103.53,293.4,7.42
Petrol,99.48,195.4,8.08
Diesel,102.74,294.5,7.43
Petrol,103.31,110.8,8.44
Diesel,97.91,235.4,6.84
Petrol,99.30,160.3,8.07
Diesel,96.22,165.4,6.74
Petrol,99.92,212.9,8.11
Diesel,103.09,468.5,7.50
Petrol,106.63,430.3,8.88
Diesel,90.89,232.4,6.25
Petrol,101.49,339.6,8.38
Diesel,92.26,327.4,6.46
Petrol,99.92,266.2,8.14
Diesel,91.33,214.4,6.19
Petrol,98.91,484.7,8.21
Diesel,90.07,429.8,6.19
Petrol,96.70,360.6,7.83
Diesel,100.83,374.3,7.20
Petrol,109.96,225.6,9.12
Diesel,90.25,160.2,6.17
Petrol,104.51,283.2,8.68
Diesel,91.29,168.9,6.28
Petrol,105.12,129.6,8.62
Diesel,103.70,165.5,7.44
Petrol,102.25,174.2,8.44
Diesel,94.34,390.9,6.74
Petrol,108.03,401.8,8.97
Diesel,92.17,105.6,6.32
Petrol,102.59,347.7,8.56
Diesel,94.67,165.7,6.51
Petrol,100.96,204.9,8.20
Diesel,99.27,294.9,7.12
Petrol,100.57,146.3,8.22
Diesel,101.55,241.4,7.28
Petrol,101.88,128.5,8.28
Diesel,94.64,230.8,6.59
Petrol,98.87,374.8,8.15
Diesel,95.01,163.3,6.56
Petrol,105.23,281.0,8.70
Diesel,90.23,348.4,6.26
Petrol,107.57,227.1,8.99
Diesel,94.59,349.6,6.73
Petrol,102.76,413.8,8.58
Diesel,92.36,493.6,6.56
Petrol,98.38,113.7,7.91
Diesel,93.51,394.0,6.66
Petrol,98.69,155.7,7.94
Diesel,95.78,151.6,6.64
Petrol,105.34,498.7,8.78
Diesel,102.16,101.1,7.13
Petrol,101.37,223.9,8.29
Diesel,93.31,499.6,6.54
Petrol,107.77,136.9,8.87
Diesel,98.21,439.5,7.05
Petrol,107.23,114.5,8.85
Diesel,103.66,175.3,7.33
Petrol,109.93,263.4,9.21
Diesel,97.02,429.8,6.93
Petrol,99.65,265.4,8.09
Diesel,96.05,364.3,6.82
Petrol,107.16,345.6,8.99
Diesel,99.29,413.8,7.16
Petrol,97.63,473.2,7.98
Diesel,95.11,264.0,6.68
Petrol,102.94,342.2,8.48
Diesel,100.49,344.3,7.13
Petrol,106.84,376.8,8.99
Diesel,103.72,449.5,7.58
Petrol,100.44,453.1,8.33
Diesel,90.18,490.3,6.35
Petrol,107.86,263.3,8.95
Diesel,101.48,415.5,7.29
Petrol,106.65,155.4,8.73
Diesel,90.40,443.5,6.28
Petrol,97.24,352.1,8.05
Diesel,91.05,102.3,6.13
Petrol,98.68,304.5,8.13
Diesel,91.35,363.2,6.45
Petrol,107.47,427.0,9.07
Diesel,92.62,238.5,6.48
Petrol,98.64,141.5,8.05
Diesel,96.30,307.2,6.70
Petrol,98.96,370.2,8.19
Diesel,90.78,495.5,6.38
Petrol,107.77,398.3,9.10
Diesel,97.75,456.5,6.97
Petrol,104.34,197.0,8.64
Diesel,93.73,428.6,6.62
Petrol,106.96,400.3,9.00
Diesel,96.48,100.4,6.77
Petrol,102.92,329.4,8.56
Diesel,94.90,435.9,6.78
Petrol,100.17,355.5,8.18
Diesel,103.95,445.5,7.55
Petrol,101.63,154.3,8.28
Diesel,94.63,202.2,6.65
Petrol,97.90,206.2,8.01
Diesel,96.95,336.6,6.80
Petrol,96.35,469.0,7.90
Diesel,96.90,366.9,6.93
Petrol,99.52,399.3,8.24
Diesel,101.84,324.4,7.30
Petrol,105.52,296.4,8.82
Diesel,91.10,202.2,6.20
Petrol,97.84,339.7,7.99
Diesel,97.65,445.7,7.03
Petrol,109.18,280.8,9.11
